X,Y
0.0,1.9237264832182843
0.10101010101010101,6.471298447081018
0.20202020202020202,3.012600157623897
0.30303030303030304,3.940390958658296
0.40404040404040403,6.043969827622288
0.5050505050505051,2.414999166942157
0.6060606060606061,4.215531480196604
0.7070707070707071,5.195817470819246
0.8080808080808081,7.0038227168786555
0.9090909090909091,8.40222957434999
1.0101010101010102,4.329179714765886
1.1111111111111112,3.9018224757977684
1.2121212121212122,8.771913563156549
1.3131313131313131,5.878276239014013
1.4141414141414141,6.643318543103426
1.5151515151515151,6.977771492604474
1.6161616161616161,7.488178588307012
1.7171717171717171,5.939604862227831
1.8181818181818181,7.819977944382508
1.9191919191919191,8.89113633263418
2.0202020202020203,8.69838215504588
2.121212121212121,7.9557162730802675
2.2222222222222223,8.436196763501881
2.323232323232323,8.48030977455152
2.4242424242424243,9.120815238396219
2.525252525252525,8.900475618097463
2.6262626262626263,6.005602649317321
2.727272727272727,9.543248983096689
2.8282828282828283,11.097026044747928
2.929292929292929,8.807387835928175
3.0303030303030303,10.805098246117836
3.131313131313131,10.202907614389968
3.2323232323232323,10.74082368740798
3.3333333333333335,12.496074480148057
3.4343434343434343,13.287101184128886
3.5353535353535355,12.547128553388813
3.6363636363636362,10.102332319587012
3.7373737373737375,10.660405142170399
3.8383838383838382,13.905970537472669
3.9393939393939394,12.686289873005913
4.040404040404041,11.52486825656657
4.141414141414141,10.752111326012997
4.242424242424242,12.648636166017383
4.343434343434343,14.993698841358755
4.444444444444445,15.517912673113123
4.545454545454545,12.4346390578355
4.646464646464646,14.849348870017767
4.747474747474747,15.01642828184275
4.848484848484849,16.089017010906343
4.94949494949495,14.455797269445354
5.05050505050505,16.490976281507507
5.151515151515151,17.383485027980832
5.252525252525253,15.60170764645348
5.353535353535354,18.672367208734066
5.454545454545454,14.915548356931966
5.555555555555555,19.310025674707145
5.656565656565657,18.338243658076905
5.757575757575758,20.1788803296221
5.858585858585858,20.647452991694184
5.959595959595959,18.163265674546018
6.0606060606060606,20.69317467351164
6.161616161616162,15.739219420395417
6.262626262626262,18.642785879091537
6.363636363636363,19.770523037700123
6.4646464646464645,19.48532043970439
6.565656565656566,17.60003814504875
6.666666666666667,18.008714776188263
6.767676767676767,20.32090612587245
6.8686868686868685,19.903926032785016
6.96969696969697,23.10421837909403
7.070707070707071,18.761634099165157
7.171717171717171,20.968000273133082
7.2727272727272725,21.276557987477176
7.373737373737374,22.071921858599836
7.474747474747475,20.16033769922099
7.575757575757575,23.70590213095955
7.6767676767676765,23.342794151506055
7.777777777777778,25.40411316345718
7.878787878787879,21.404914097357207
7.979797979797979,23.26100682770712
8.080808080808081,23.306004087014895
8.181818181818182,25.850338821557244
8.282828282828282,24.688718770061865
8.383838383838384,23.284927915824415
8.484848484848484,25.761850426417645
8.585858585858587,24.76037814392379
8.686868686868687,24.904007044407344
8.787878787878787,21.755937581524677
8.88888888888889,24.23956054654299
8.98989898989899,23.89639665499991
9.09090909090909,26.74222385624644
9.191919191919192,25.7976902476907
9.292929292929292,28.0371998977809
9.393939393939394,25.32368018039516
9.494949494949495,28.219627030098625
9.595959595959595,27.190197453190645
9.696969696969697,23.0206505992871
9.797979797979798,25.785648702676887
9.8989898989899,29.09983821217546
10.0,28.218660482839738
